он,сар,province_mn,бензин_а80_төг,бензин_аи92_төг,бензин_аи95_төг,дизель_төг
2022,2,Хэнтий,2370.0,2420.0,2950.0,2935.0
2022,2,Ховд,2750.0,2790.0,,2845.0
2022,2,Хөвсгөл,2440.0,2490.0,3020.0,2970.0
2022,2,Орхон,2370.0,2390.0,2990.0,2935.0
2022,2,Сэлэнгэ,2350.0,2400.0,2980.0,2935.0
2022,2,Сүхбаатар,2420.0,2470.0,3030.0,3035.0
2022,2,Төв,2330.0,2340.0,2910.0,2835.0
2022,2,Улаанбаатар,2250.0,2290.0,2870.0,2935.0
2022,2,Өмнөговь,2400.0,2450.0,,2850.0
2022,2,Увс,2750.0,2800.0,,2890.0
2022,2,Өвөрхангай,2320.0,2370.0,2980.0,2930.0
2022,2,Завхан,2740.0,2790.0,,2935.0
2022,3,Архангай,2450.0,2500.0,3180.0,3140.0
2022,3,Баян-Өлгий,2710.0,2750.0,,2840.0
2022,3,Баянхонгор,2480.0,2530.0,,3130.0
2022,3,Булган,2470.0,2520.0,3030.0,3130.0
2022,3,Дархан-Уул,2420.0,2470.0,3170.0,3130.0
2022,3,Дорнод,2500.0,2530.0,3190.0,3040.0
2022,3,Дорноговь,2480.0,2580.0,3140.0,3195.0
2022,3,Дундговь,2480.0,2530.0,3170.0,3175.0
2022,3,Говь-Алтай,2750.0,2800.0,,3130.0
2022,3,Говьсүмбэр,2430.0,2480.0,3160.0,3160.0
2022,3,Хэнтий,2470.0,2520.0,3150.0,3135.0
2022,3,Ховд,2850.0,2890.0,,3045.0
2022,3,Хөвсгөл,2540.0,2590.0,3220.0,3170.0
2022,3,Орхон,2470.0,2490.0,3190.0,3135.0
2022,3,Сэлэнгэ,2490.0,2520.0,3180.0,3135.0
2022,3,Сүхбаатар,2520.0,2570.0,3230.0,3230.0
2022,3,Төв,2425.0,2440.0,3110.0,3035.0
2022,3,Улаанбаатар,2350.0,2390.0,3070.0,3135.0
2022,3,Өмнөговь,2495.0,2545.0,,3140.0
2022,3,Увс,2850.0,2900.0,,3090.0
2022,3,Өвөрхангай,2420.0,2470.0,3180.0,3130.0
2022,3,Завхан,2840.0,2890.0,,3090.0
2022,4,Архангай,2450.0,2500.0,3380.0,3390.0
2022,4,Баян-Өлгий,2680.0,2700.0,,3050.0
2022,4,Баянхонгор,2480.0,2530.0,,3380.0
2022,4,Булган,2470.0,2520.0,3430.0,3380.0
2022,4,Дархан-Уул,2420.0,2470.0,3370.0,3380.0
2022,4,Дорнод,2500.0,2530.0,3390.0,3290.0
2022,4,Дорноговь,2480.0,2580.0,3340.0,3445.0
2022,4,Дундговь,2480.0,2530.0,3360.0,3420.0
2022,4,Говь-Алтай,2750.0,2800.0,,3380.0
2022,4,Говьсүмбэр,2430.0,2480.0,3410.0,3410.0
2022,4,Хэнтий,2500.0,2550.0,3350.0,3385.0
2022,4,Ховд,2870.0,2910.0,,3350.0
2022,4,Хөвсгөл,2540.0,2590.0,3420.0,3420.0
2022,4,Орхон,2470.0,2490.0,3390.0,3380.0
2022,4,Сэлэнгэ,2490.0,2520.0,3390.0,3380.0
2022,4,Сүхбаатар,2520.0,2570.0,3430.0,3480.0
2022,4,Төв,2425.0,2440.0,3310.0,3330.0
2022,4,Улаанбаатар,2350.0,2390.0,3260.0,3380.0
2022,4,Өмнөговь,2495.0,2545.0,,3390.0
2022,4,Увс,2850.0,2900.0,,3340.0
2022,4,Өвөрхангай,2420.0,2470.0,3370.0,3380.0
2022,4,Завхан,2840.0,2890.0,,3370.0
2022,5,Архангай,2450.0,2500.0,3380.0,3440.0
2022,5,Баян-Өлгий,2680.0,2700.0,,3250.0
2022,5,Баянхонгор,2480.0,2530.0,,3430.0
2022,5,Булган,2470.0,2520.0,3430.0,3430.0
2022,5,Дархан-Уул,2420.0,2470.0,3370.0,3430.0
2022,5,Дорнод,2500.0,2530.0,3390.0,3340.0
2022,5,Дорноговь,2480.0,2580.0,3340.0,3500.0
2022,5,Дундговь,2480.0,2530.0,3360.0,3470.0
2022,5,Говь-Алтай,2750.0,2800.0,,3430.0
2022,5,Говьсүмбэр,2430.0,2480.0,3360.0,3460.0
2022,5,Хэнтий,2500.0,2550.0,3350.0,3430.0
2022,5,Ховд,2870.0,2910.0,,3400.0
2022,5,Хөвсгөл,2540.0,2590.0,3420.0,3470.0
2022,5,Орхон,2470.0,2490.0,3390.0,3430.0
2022,5,Сэлэнгэ,2490.0,2520.0,3390.0,3430.0
2022,5,Сүхбаатар,2520.0,2570.0,3430.0,3530.0
2022,5,Төв,2425.0,2440.0,3310.0,3380.0
2022,5,Улаанбаатар,2350.0,2390.0,3260.0,3430.0
2022,5,Өмнөговь,2495.0,2545.0,,3440.0
2022,5,Увс,2850.0,2900.0,,3390.0
2022,5,Өвөрхангай,2420.0,2470.0,3370.0,3430.0
2022,5,Завхан,2840.0,2890.0,,3420.0
2022,6,Архангай,3200.0,2500.0,4030.0,3740.0
2022,6,Баян-Өлгий,2680.0,2700.0,,3700.0
2022,6,Баянхонгор,3210.0,2530.0,,3730.0
2022,6,Булган,3150.0,2520.0,4080.0,3730.0
2022,6,Дархан-Уул,2650.0,2470.0,4020.0,3730.0
2022,6,Дорнод,2500.0,2530.0,4040.0,3640.0
2022,6,Дорноговь,3250.0,2520.0,3990.0,3800.0
2022,6,Дундговь,3180.0,2530.0,4010.0,3770.0
2022,6,Говь-Алтай,2920.0,2970.0,,3890.0
2022,6,Говьсүмбэр,3170.0,2480.0,4010.0,3760.0
2022,6,Хэнтий,3180.0,2520.0,4000.0,3730.0
2022,6,Ховд,2770.0,2800.0,,3700.0
2022,6,Хөвсгөл,3160.0,2590.0,4070.0,3770.0
2022,6,Орхон,3100.0,2490.0,4040.0,3730.0
2022,6,Сэлэнгэ,2650.0,2500.0,4030.0,3730.0
2022,6,Сүхбаатар,2520.0,2570.0,4080.0,3830.0
2022,6,Төв,3140.0,2440.0,3960.0,3735.0
2022,6,Улаанбаатар,3150.0,2390.0,3910.0,3730.0
2022,6,Өмнөговь,3200.0,2545.0,,3440.0
2022,6,Увс,2850.0,2900.0,,3690.0
2022,6,Өвөрхангай,3190.0,2470.0,4020.0,3730.0
2022,6,Завхан,3210.0,2890.0,,3720.0
2022,7,Архангай,3200.0,2500.0,,3740.0
2022,7,Баян-Өлгий,2680.0,2700.0,,4000.0
2022,7,Баянхонгор,3210.0,2530.0,,4030.0
2022,7,Булган,3150.0,2520.0,4380.0,4030.0
2022,7,Дархан-Уул,2650.0,2470.0,4320.0,4030.0
2022,7,Дорнод,2500.0,2530.0,4340.0,4040.0
2022,7,Дорноговь,3250.0,2520.0,4290.0,4100.0
2022,7,Дундговь,3180.0,2530.0,4310.0,4070.0
2022,7,Говь-Алтай,2920.0,2970.0,,4190.0
2022,7,Говьсүмбэр,3170.0,2480.0,4310.0,4060.0
2022,7,Хэнтий,3180.0,2520.0,4300.0,4030.0
2022,7,Ховд,2770.0,2800.0,,3700.0
2022,7,Хөвсгөл,3160.0,2590.0,4370.0,4070.0
2022,7,Орхон,3100.0,2490.0,4340.0,4030.0
2022,7,Сэлэнгэ,2650.0,2500.0,4330.0,4030.0
2022,7,Сүхбаатар,2550.0,2570.0,4380.0,4130.0
2022,7,Төв,3140.0,2440.0,4260.0,4035.0
2022,7,Улаанбаатар,3150.0,2390.0,4210.0,4030.0
2022,7,Өмнөговь,3200.0,2545.0,4290.0,4040.0
2022,7,Увс,2850.0,2900.0,,3990.0
2022,7,Өвөрхангай,3190.0,2470.0,4320.0,4030.0
2022,7,Завхан,3210.0,2890.0,,3720.0
2022,8,Архангай,2480.0,2500.0,,3740.0
2022,8,Баян-Өлгий,2680.0,2700.0,,3690.0
2022,8,Баянхонгор,2480.0,2530.0,,3720.0
2022,8,Булган,2520.0,2520.0,4020.0,3720.0
2022,8,Дархан-Уул,2470.0,2470.0,3990.0,3720.0
2022,8,Дорнод,2500.0,2530.0,4030.0,3740.0
2022,8,Дорноговь,2470.0,2580.0,3980.0,3790.0
2022,8,Дундговь,2510.0,2530.0,3980.0,3770.0
2022,8,Говь-Алтай,2780.0,2890.0,,3720.0
2022,8,Говьсүмбэр,2460.0,2480.0,4010.0,3760.0
2022,8,Хэнтий,2500.0,2520.0,4000.0,3730.0
2022,8,Ховд,2745.0,2800.0,4190.0,3690.0
2022,8,Хөвсгөл,2570.0,2590.0,4060.0,3770.0
2022,8,Орхон,2470.0,2490.0,4030.0,3720.0
2022,8,Сэлэнгэ,2480.0,2500.0,4030.0,3730.0
2022,8,Сүхбаатар,2550.0,2570.0,4080.0,3830.0
2022,8,Төв,2420.0,2440.0,3970.0,3740.0
2022,8,Улаанбаатар,2370.0,2390.0,3910.0,3730.0
2022,8,Өмнөговь,2445.0,2545.0,3990.0,3740.0
2022,8,Увс,2850.0,2900.0,,3990.0
2022,8,Өвөрхангай,2420.0,2470.0,4010.0,3720.0
2022,8,Завхан,2870.0,2890.0,4190.0,3710.0
2022,9,Архангай,2480.0,2500.0,4040.0,3590.0
2022,9,Баян-Өлгий,2680.0,2700.0,,3550.0
2022,9,Баянхонгор,2510.0,2530.0,,3720.0
2022,9,Булган,2520.0,2520.0,4020.0,3580.0
2022,9,Дархан-Уул,2450.0,2470.0,3990.0,3570.0
2022,9,Дорнод,2500.0,2530.0,4030.0,3590.0
2022,9,Дорноговь,2470.0,2520.0,4030.0,3640.0
2022,9,Дундговь,2510.0,2530.0,3980.0,3620.0
2022,9,Говь-Алтай,2780.0,2800.0,,3720.0
2022,9,Говьсүмбэр,2460.0,2480.0,4010.0,3610.0
2022,9,Хэнтий,2500.0,2545.0,3970.0,3580.0
2022,9,Ховд,2745.0,2800.0,4190.0,3540.0
2022,9,Хөвсгөл,2570.0,2590.0,4060.0,3610.0
2022,9,Орхон,2470.0,2490.0,4030.0,3570.0
2022,9,Сэлэнгэ,2480.0,2500.0,4030.0,3580.0
2022,9,Сүхбаатар,2550.0,2570.0,4070.0,3680.0
2022,9,Төв,2420.0,2440.0,3970.0,3590.0
2022,9,Улаанбаатар,2370.0,2390.0,3910.0,3580.0
2022,9,Өмнөговь,2530.0,2550.0,3990.0,3590.0
2022,9,Увс,2745.0,2890.0,4190.0,3530.0
2022,9,Өвөрхангай,2450.0,2470.0,4030.0,3580.0
2022,9,Завхан,2870.0,2890.0,4190.0,3560.0
2022,10,Архангай,2480.0,2500.0,4040.0,3820.0
2022,10,Баян-Өлгий,2680.0,2700.0,,3550.0
2022,10,Баянхонгор,2510.0,2530.0,4050.0,3830.0
2022,10,Булган,2470.0,2490.0,4040.0,3760.0
2022,10,Дархан-Уул,2450.0,2470.0,4020.0,3760.0
2022,10,Дорнод,2510.0,2530.0,4030.0,3770.0
2022,10,Дорноговь,2500.0,2520.0,4030.0,3820.0
2022,10,Дундговь,2510.0,2530.0,4010.0,3800.0
2022,10,Говь-Алтай,2780.0,2800.0,4150.0,3760.0
2022,10,Говьсүмбэр,2460.0,2480.0,4010.0,3790.0
2022,10,Хэнтий,2500.0,2520.0,3990.0,3760.0
2022,10,Ховд,2800.0,2800.0,4200.0,3730.0
2022,10,Хөвсгөл,2570.0,2590.0,4080.0,3800.0
2022,10,Орхон,2470.0,2490.0,4040.0,3760.0
2022,10,Сэлэнгэ,2480.0,2500.0,4030.0,3760.0
2022,10,Сүхбаатар,2550.0,2570.0,4070.0,3860.0
2022,10,Төв,2420.0,2440.0,3980.0,3790.0
2022,10,Улаанбаатар,2370.0,2390.0,3910.0,3760.0
2022,10,Өмнөговь,2530.0,2550.0,3990.0,3770.0
2022,10,Увс,2880.0,2900.0,4200.0,3720.0
2022,10,Өвөрхангай,2450.0,2470.0,4030.0,3810.0
2022,10,Завхан,2870.0,2890.0,4200.0,3820.0
2022,11,Архангай,2480.0,2500.0,4040.0,3910.0
2022,11,Баян-Өлгий,2680.0,2700.0,,3550.0
2022,11,Баянхонгор,2510.0,2530.0,4050.0,4070.0
2022,11,Булган,2470.0,2490.0,4040.0,3850.0
2022,11,Дархан-Уул,2450.0,2470.0,4020.0,3850.0
2022,11,Дорнод,2510.0,2530.0,4030.0,4100.0
2022,11,Дорноговь,2500.0,2520.0,4030.0,3910.0
2022,11,Дундговь,2510.0,2530.0,4010.0,3890.0
2022,11,Говь-Алтай,2780.0,2800.0,4150.0,4210.0
2022,11,Говьсүмбэр,2460.0,2480.0,4010.0,3880.0
2022,11,Хэнтий,2500.0,2520.0,3990.0,3900.0
2022,11,Ховд,2800.0,2800.0,4200.0,4090.0
2022,11,Хөвсгөл,2570.0,2590.0,4080.0,3910.0
2022,11,Орхон,2470.0,2490.0,4040.0,3850.0
2022,11,Сэлэнгэ,2480.0,2500.0,4030.0,3850.0
2022,11,Сүхбаатар,2550.0,2570.0,4070.0,4110.0
2022,11,Төв,2420.0,2440.0,3980.0,3880.0
2022,11,Улаанбаатар,2370.0,2390.0,3910.0,3850.0
2022,11,Өмнөговь,2530.0,2550.0,3990.0,3890.0
2022,11,Увс,2880.0,2900.0,4200.0,4080.0
2022,11,Өвөрхангай,2450.0,2470.0,4030.0,3960.0
2022,11,Завхан,2870.0,2890.0,4200.0,4140.0
2022,12,Архангай,2480.0,2500.0,4040.0,3970.0
2022,12,Баян-Өлгий,2680.0,2700.0,,2700.0
2022,12,Баянхонгор,2510.0,2530.0,,2890.0
2022,12,Булган,2470.0,2490.0,4040.0,3910.0
2022,12,Дархан-Уул,2450.0,2470.0,4020.0,3910.0
2022,12,Дорнод,2510.0,2530.0,4030.0,4100.0
2022,12,Дорноговь,2500.0,2520.0,4030.0,3980.0
2022,12,Дундговь,2510.0,2530.0,4010.0,3960.0
2022,12,Говь-Алтай,2780.0,2800.0,,2890.0
2022,12,Говьсүмбэр,2460.0,2480.0,4010.0,3940.0
2022,12,Хэнтий,2500.0,2520.0,3990.0,3960.0
2022,12,Ховд,2800.0,2800.0,,2800.0
2022,12,Хөвсгөл,2570.0,2590.0,4080.0,3970.0
2022,12,Орхон,2470.0,2490.0,4040.0,3910.0
2022,12,Сэлэнгэ,2480.0,2500.0,4030.0,3910.0
2022,12,Сүхбаатар,2550.0,2570.0,4070.0,4110.0
2022,12,Төв,2420.0,2440.0,3980.0,3940.0
2022,12,Улаанбаатар,2370.0,2390.0,3910.0,3850.0
2022,12,Өмнөговь,2530.0,2550.0,3990.0,3990.0
2022,12,Увс,2880.0,2900.0,,2850.0
2022,12,Өвөрхангай,2450.0,2470.0,4030.0,4020.0
2022,12,Завхан,2870.0,2890.0,,2890.0
2025,1,Архангай,2480.0,2500.0,4040.0,3260.0
2025,1,Баян-Өлгий,2680.0,2800.0,4250.0,3440.0
2025,1,Баянхонгор,2510.0,2530.0,4050.0,3390.0
2025,1,Булган,2470.0,2520.0,4080.0,3200.0
2025,1,Дархан-Уул,2450.0,2470.0,4020.0,3200.0
2025,1,Дорнод,2510.0,2530.0,4030.0,3230.0
2025,1,Дорноговь,2510.0,2520.0,4030.0,3270.0
2025,1,Дундговь,2510.0,2530.0,4010.0,3250.0
2025,1,Говь-Алтай,2780.0,2800.0,4150.0,3590.0
2025,1,Говьсүмбэр,2460.0,2480.0,4010.0,3200.0
2025,1,Хэнтий,2500.0,2520.0,3990.0,3250.0
2025,1,Ховд,2800.0,2800.0,4200.0,3490.0
2025,1,Хөвсгөл,2570.0,2590.0,4080.0,3260.0
2025,1,Орхон,2470.0,2490.0,4040.0,3200.0
2025,1,Сэлэнгэ,2480.0,2500.0,4030.0,3230.0
2025,1,Сүхбаатар,2530.0,2570.0,4070.0,3350.0
2025,1,Төв,2470.0,2440.0,3980.0,3190.0
2025,1,Улаанбаатар,2370.0,2390.0,3910.0,3140.0
2025,1,Өмнөговь,2530.0,2550.0,3990.0,3280.0
2025,1,Увс,2880.0,2900.0,4200.0,3610.0
2025,1,Өвөрхангай,2450.0,2470.0,4030.0,3310.0
2025,1,Завхан,2870.0,2890.0,4200.0,3590.0
2025,2,Архангай,2480.0,2500.0,3840.0,3260.0
2025,2,Баян-Өлгий,2680.0,2800.0,4050.0,3440.0
2025,2,Баянхонгор,2510.0,2530.0,3850.0,3390.0
2025,2,Булган,2470.0,2520.0,3880.0,3200.0
2025,2,Дархан-Уул,2450.0,2470.0,3820.0,3200.0
2025,2,Дорнод,2510.0,2530.0,3830.0,3230.0
2025,2,Дорноговь,2510.0,2520.0,3830.0,3270.0
2025,2,Дундговь,2510.0,2530.0,3810.0,3250.0
2025,2,Говь-Алтай,2780.0,2800.0,3950.0,3590.0
2025,2,Говьсүмбэр,2460.0,2480.0,3810.0,3200.0
2025,2,Хэнтий,2500.0,2520.0,3790.0,3250.0
2025,2,Ховд,2800.0,2800.0,4000.0,3490.0
2025,2,Хөвсгөл,2570.0,2590.0,3880.0,3260.0
2025,2,Орхон,2470.0,2490.0,3840.0,3200.0
2025,2,Сэлэнгэ,2480.0,2500.0,3830.0,3230.0
2025,2,Сүхбаатар,2530.0,2570.0,3870.0,3350.0
2025,2,Төв,2470.0,2440.0,3780.0,3190.0
2025,2,Улаанбаатар,2370.0,2390.0,3710.0,3140.0
2025,2,Өмнөговь,2530.0,2550.0,3790.0,3280.0
2025,2,Увс,2880.0,2900.0,4000.0,3610.0
2025,2,Өвөрхангай,2450.0,2470.0,3830.0,3310.0
2025,2,Завхан,2870.0,2890.0,4000.0,3590.0
2025,3,Архангай,2480.0,2500.0,3840.0,3260.0
2025,3,Баян-Өлгий,2680.0,2800.0,4050.0,3440.0
2025,3,Баянхонгор,2510.0,2530.0,3850.0,3390.0
2025,3,Булган,2470.0,2520.0,3880.0,3200.0
2025,3,Дархан-Уул,2450.0,2470.0,3820.0,3200.0
2025,3,Дорнод,2510.0,2530.0,3830.0,3230.0
2025,3,Дорноговь,2510.0,2520.0,3830.0,3270.0
2025,3,Дундговь,2510.0,2530.0,3810.0,3250.0
2025,3,Говь-Алтай,2780.0,2800.0,3950.0,3590.0
2025,3,Говьсүмбэр,2460.0,2480.0,3810.0,3200.0
2025,3,Хэнтий,2500.0,2520.0,3790.0,3250.0
2025,3,Ховд,2800.0,2800.0,4000.0,3490.0
2025,3,Хөвсгөл,2570.0,2590.0,3880.0,3260.0
2025,3,Орхон,2470.0,2490.0,3840.0,3200.0
2025,3,Сэлэнгэ,2480.0,2500.0,3830.0,3230.0
2025,3,Сүхбаатар,2530.0,2570.0,3870.0,3350.0
2025,3,Төв,2470.0,2440.0,3780.0,3190.0
2025,3,Улаанбаатар,2370.0,2390.0,3710.0,3140.0
2025,3,Өмнөговь,2530.0,2550.0,3790.0,3280.0
2025,3,Увс,2880.0,2900.0,4000.0,3610.0
2025,3,Өвөрхангай,2450.0,2470.0,3830.0,3310.0
2025,3,Завхан,2870.0,2890.0,4000.0,3590.0
2025,4,Архангай,2480.0,2500.0,3840.0,3260.0
2025,4,Баян-Өлгий,2680.0,2800.0,4050.0,3440.0
2025,4,Баянхонгор,2510.0,2530.0,3850.0,3390.0
2025,4,Булган,2470.0,2520.0,3880.0,3200.0
2025,4,Дархан-Уул,2450.0,2470.0,3820.0,3200.0
2025,4,Дорнод,2510.0,2530.0,3830.0,3230.0
2025,4,Дорноговь,2510.0,2520.0,3830.0,3270.0
2025,4,Дундговь,2510.0,2530.0,3810.0,3250.0
2025,4,Говь-Алтай,2780.0,2800.0,3950.0,3590.0
2025,4,Говьсүмбэр,2460.0,2480.0,3810.0,3200.0
2025,4,Хэнтий,2500.0,2520.0,3790.0,3250.0
2025,4,Ховд,2800.0,2800.0,4000.0,3490.0
2025,4,Хөвсгөл,2570.0,2590.0,3880.0,3260.0
2025,4,Орхон,2470.0,2490.0,3840.0,3200.0
2025,4,Сэлэнгэ,2480.0,2500.0,3830.0,3230.0
2025,4,Сүхбаатар,2530.0,2570.0,3870.0,3350.0
2025,4,Төв,2470.0,2440.0,3780.0,3190.0
2025,4,Улаанбаатар,2370.0,2390.0,3710.0,3140.0
2025,4,Өмнөговь,2530.0,2550.0,3790.0,3280.0
2025,4,Увс,2880.0,2900.0,4000.0,3610.0
2025,4,Өвөрхангай,2450.0,2470.0,3830.0,3310.0
2025,4,Завхан,2870.0,2890.0,4000.0,3590.0
2025,5,Архангай,2480.0,2700.0,3640.0,3060.0
2025,5,Баян-Өлгий,2680.0,3000.0,3850.0,3240.0
2025,5,Баянхонгор,2510.0,2730.0,3650.0,3190.0
2025,5,Булган,2470.0,2690.0,3640.0,3000.0
2025,5,Дархан-Уул,2450.0,2670.0,3620.0,3000.0
2025,5,Дорнод,2510.0,2730.0,3630.0,3030.0
2025,5,Дорноговь,2510.0,2720.0,3630.0,3070.0
2025,5,Дундговь,2510.0,2730.0,3610.0,3050.0
2025,5,Говь-Алтай,2780.0,3000.0,3750.0,3390.0
2025,5,Говьсүмбэр,2460.0,2680.0,3610.0,3000.0
2025,5,Хэнтий,2500.0,2640.0,3570.0,3040.0
2025,5,Ховд,2800.0,3000.0,3800.0,3390.0
2025,5,Хөвсгөл,2570.0,2790.0,3680.0,3060.0
2025,5,Орхон,2470.0,2690.0,3640.0,3000.0
2025,5,Сэлэнгэ,2480.0,2690.0,3640.0,3000.0
2025,5,Сүхбаатар,2530.0,2770.0,3670.0,3150.0
2025,5,Төв,2470.0,2640.0,3600.0,2990.0
2025,5,Улаанбаатар,2370.0,2590.0,3510.0,2940.0
2025,5,Өмнөговь,2530.0,2750.0,3590.0,3080.0
2025,5,Увс,2880.0,3100.0,3800.0,3400.0
2025,5,Өвөрхангай,2450.0,2670.0,3630.0,3110.0
2025,5,Завхан,2870.0,3090.0,3800.0,3490.0
2025,6,Архангай,2480.0,2700.0,3640.0,3060.0
2025,6,Баян-Өлгий,2680.0,3000.0,3850.0,3240.0
2025,6,Баянхонгор,2510.0,2730.0,3650.0,3190.0
2025,6,Булган,2470.0,2690.0,3640.0,3000.0
2025,6,Дархан-Уул,2450.0,2670.0,3620.0,3000.0
2025,6,Дорнод,2510.0,2730.0,3630.0,3030.0
2025,6,Дорноговь,2510.0,2720.0,3630.0,3070.0
2025,6,Дундговь,2510.0,2730.0,3610.0,3050.0
2025,6,Говь-Алтай,2780.0,3000.0,3750.0,3390.0
2025,6,Говьсүмбэр,2460.0,2680.0,3610.0,3000.0
2025,6,Хэнтий,2500.0,2640.0,3570.0,3040.0
2025,6,Ховд,2800.0,3000.0,3800.0,3390.0
2025,6,Хөвсгөл,2570.0,2790.0,3680.0,3060.0
2025,6,Орхон,2470.0,2690.0,3640.0,3000.0
2025,6,Сэлэнгэ,2480.0,2690.0,3640.0,3000.0
2025,6,Сүхбаатар,2530.0,2770.0,3670.0,3150.0
2025,6,Төв,2470.0,2640.0,3600.0,2990.0
2025,6,Улаанбаатар,2370.0,2590.0,3510.0,2940.0
2025,6,Өмнөговь,2530.0,2750.0,3590.0,3080.0
2025,6,Увс,2880.0,3100.0,3800.0,3400.0
2025,6,Өвөрхангай,2450.0,2670.0,3630.0,3110.0
2025,6,Завхан,2870.0,3090.0,3800.0,3490.0
2025,7,Архангай,2480.0,2700.0,3640.0,3060.0
2025,7,Баян-Өлгий,2680.0,3000.0,3850.0,3340.0
2025,7,Баянхонгор,2510.0,2730.0,3650.0,3190.0
2025,7,Булган,2470.0,2690.0,3640.0,3000.0
2025,7,Дархан-Уул,2450.0,2670.0,3620.0,3000.0
2025,7,Дорнод,2510.0,2730.0,3630.0,3030.0
2025,7,Дорноговь,2510.0,2720.0,3630.0,3070.0
2025,7,Дундговь,2510.0,2730.0,3610.0,3050.0
2025,7,Говь-Алтай,2780.0,3000.0,3750.0,3490.0
2025,7,Говьсүмбэр,2460.0,2680.0,3610.0,3000.0
2025,7,Хэнтий,2500.0,2640.0,3570.0,3040.0
2025,7,Ховд,2800.0,3000.0,3800.0,3490.0
2025,7,Хөвсгөл,2570.0,2790.0,3680.0,3060.0
2025,7,Орхон,2470.0,2690.0,3640.0,3000.0
2025,7,Сэлэнгэ,2480.0,2690.0,3640.0,3000.0
2025,7,Сүхбаатар,2530.0,2770.0,3670.0,3150.0
2025,7,Төв,2470.0,2640.0,3600.0,2990.0
2025,7,Улаанбаатар,2370.0,2590.0,3510.0,2940.0
2025,7,Өмнөговь,2530.0,2750.0,3590.0,3080.0
2025,7,Увс,2880.0,3100.0,3800.0,3500.0
2025,7,Өвөрхангай,2450.0,2670.0,3630.0,3110.0
2025,7,Завхан,2870.0,3090.0,3800.0,3590.0
2025,8,Архангай,2480.0,2700.0,3640.0,3160.0
2025,8,Баян-Өлгий,2680.0,3000.0,3850.0,3340.0
2025,8,Баянхонгор,2510.0,2730.0,3650.0,3290.0
2025,8,Булган,2470.0,2690.0,3640.0,3100.0
2025,8,Дархан-Уул,2450.0,2670.0,3620.0,3100.0
2025,8,Дорнод,2510.0,2730.0,3630.0,3130.0
2025,8,Дорноговь,2510.0,2720.0,3630.0,3170.0
2025,8,Дундговь,2510.0,2730.0,3610.0,3150.0
2025,8,Говь-Алтай,2780.0,3000.0,3750.0,3490.0
2025,8,Говьсүмбэр,2460.0,2680.0,3610.0,3000.0
2025,8,Хэнтий,2500.0,2640.0,3570.0,3150.0
2025,8,Ховд,2800.0,3000.0,3800.0,3490.0
2025,8,Хөвсгөл,2570.0,2790.0,3680.0,3160.0
2025,8,Орхон,2470.0,2690.0,3640.0,3100.0
2025,8,Сэлэнгэ,2480.0,2690.0,3640.0,3100.0
2025,8,Сүхбаатар,2530.0,2770.0,3670.0,3250.0
2025,8,Төв,2470.0,2640.0,3600.0,3090.0
2025,8,Улаанбаатар,2370.0,2590.0,3510.0,2940.0
2025,8,Өмнөговь,2530.0,2750.0,3590.0,3180.0
2025,8,Увс,2880.0,3100.0,3800.0,3500.0
2025,8,Өвөрхангай,2450.0,2670.0,3630.0,3210.0
