region,date,price
Uvurkhangai,2024-03-18,2583.0
Zavkhan,2024-03-18,2500.0
Arkhangai,2024-03-25,2657.0
Bayankhongor,2024-03-25,2700.0
Bulgan,2024-03-25,2800.0
Darkhan-Uul,2024-03-25,2516.0
Dornod,2024-03-25,2579.0
Dornogovi,2024-03-25,2767.0
Dundgovi,2024-03-25,2932.0
Govi-Altai,2024-03-25,2800.0
Govisumber,2024-03-25,2750.0
Khentii,2024-03-25,2483.0
Khovd,2024-03-25,2800.0
Khuvsgul,2024-03-25,2640.0
Orkhon,2024-03-25,2567.0
Selenge,2024-03-25,2367.0
Sukhbaatar,2024-03-25,2583.0
Tuv,2024-03-25,2600.0
Umnugovi,2024-03-25,2827.0
Uvs,2024-03-25,2900.0
Uvurkhangai,2024-03-25,2583.0
Zavkhan,2024-03-25,2500.0
Arkhangai,2024-04-01,2657.0
Bayankhongor,2024-04-01,2700.0
Bulgan,2024-04-01,2800.0
Darkhan-Uul,2024-04-01,2516.0
Dornod,2024-04-01,2579.0
Dornogovi,2024-04-01,2767.0
Dundgovi,2024-04-01,2932.0
Govi-Altai,2024-04-01,2800.0
Govisumber,2024-04-01,2800.0
Khentii,2024-04-01,2483.0
Khovd,2024-04-01,2800.0
Khuvsgul,2024-04-01,2640.0
Orkhon,2024-04-01,2567.0
Selenge,2024-04-01,2383.0
Sukhbaatar,2024-04-01,2617.0
Tuv,2024-04-01,2600.0
Umnugovi,2024-04-01,3010.0
Uvs,2024-04-01,2900.0
Uvurkhangai,2024-04-01,2633.0
Zavkhan,2024-04-01,2500.0
Arkhangai,2024-04-08,2657.0
Bayankhongor,2024-04-08,2700.0
Bulgan,2024-04-08,2800.0
Darkhan-Uul,2024-04-08,2516.0
Dornod,2024-04-08,2579.0
Dornogovi,2024-04-08,2767.0
Dundgovi,2024-04-08,2932.0
Govi-Altai,2024-04-08,2800.0
Govisumber,2024-04-08,2800.0
Khentii,2024-04-08,2483.0
Khovd,2024-04-08,2800.0
Khuvsgul,2024-04-08,2640.0
Orkhon,2024-04-08,2567.0
Selenge,2024-04-08,2383.0
Sukhbaatar,2024-04-08,2617.0
Tuv,2024-04-08,2600.0
Umnugovi,2024-04-08,3010.0
Uvs,2024-04-08,2900.0
Uvurkhangai,2024-04-08,2633.0
Zavkhan,2024-04-08,2600.0
Arkhangai,2024-04-15,2657.0
Bayankhongor,2024-04-15,2700.0
Bulgan,2024-04-15,2800.0
Darkhan-Uul,2024-04-15,2516.0
Dornod,2024-04-15,2579.0
Dornogovi,2024-04-15,2767.0
Dundgovi,2024-04-15,2932.0
Govi-Altai,2024-04-15,2800.0
Govisumber,2024-04-15,2800.0
Khentii,2024-04-15,2483.0
Khovd,2024-04-15,2800.0
Khuvsgul,2024-04-15,2640.0
Orkhon,2024-04-15,2567.0
Selenge,2024-04-15,2417.0
Sukhbaatar,2024-04-15,2617.0
Tuv,2024-04-15,2600.0
Umnugovi,2024-04-15,3010.0
Uvs,2024-04-15,2900.0
Uvurkhangai,2024-04-15,2633.0
Zavkhan,2024-04-15,2600.0
Arkhangai,2024-04-22,2657.0
Bayankhongor,2024-04-22,2700.0
Bulgan,2024-04-22,2800.0
Darkhan-Uul,2024-04-22,2516.0
Dornod,2024-04-22,2579.0
Dornogovi,2024-04-22,2767.0
Dundgovi,2024-04-22,2932.0
Govi-Altai,2024-04-22,2800.0
Govisumber,2024-04-22,2800.0
Khentii,2024-04-22,2483.0
Khovd,2024-04-22,2800.0
Khuvsgul,2024-04-22,2640.0
Orkhon,2024-04-22,2567.0
Selenge,2024-04-22,2467.0
Sukhbaatar,2024-04-22,2617.0
Tuv,2024-04-22,2600.0
Umnugovi,2024-04-22,3010.0
Uvs,2024-04-22,2900.0
Uvurkhangai,2024-04-22,2633.0
Zavkhan,2024-04-22,2600.0
Arkhangai,2024-04-29,2657.0
Bayankhongor,2024-04-29,2700.0
Bulgan,2024-04-29,2800.0
Darkhan-Uul,2024-04-29,2516.0
Dornod,2024-04-29,2579.0
Dornogovi,2024-04-29,2767.0
Dundgovi,2024-04-29,2932.0
Govi-Altai,2024-04-29,2800.0
Govisumber,2024-04-29,2700.0
Khentii,2024-04-29,2483.0
Khovd,2024-04-29,2800.0
Khuvsgul,2024-04-29,2640.0
Orkhon,2024-04-29,2567.0
Selenge,2024-04-29,2467.0
Sukhbaatar,2024-04-29,2617.0
Tuv,2024-04-29,2600.0
Umnugovi,2024-04-29,3010.0
Uvs,2024-04-29,2900.0
Uvurkhangai,2024-04-29,2633.0
Zavkhan,2024-04-29,2500.0
Arkhangai,2024-05-06,2640.0
Bayankhongor,2024-05-06,2700.0
Bulgan,2024-05-06,2800.0
Darkhan-Uul,2024-05-06,2516.0
Dornod,2024-05-06,2579.0
Dornogovi,2024-05-06,2767.0
Dundgovi,2024-05-06,2932.0
Govi-Altai,2024-05-06,2800.0
Govisumber,2024-05-06,2700.0
Khentii,2024-05-06,2483.0
Khovd,2024-05-06,2800.0
Khuvsgul,2024-05-06,2640.0
Orkhon,2024-05-06,2567.0
Selenge,2024-05-06,2467.0
Sukhbaatar,2024-05-06,2617.0
Tuv,2024-05-06,2600.0
Umnugovi,2024-05-06,2927.0
Uvs,2024-05-06,2900.0
Uvurkhangai,2024-05-06,2633.0
Zavkhan,2024-05-06,2600.0
Arkhangai,2024-05-13,2640.0
Bayankhongor,2024-05-13,2700.0
Bulgan,2024-05-13,2800.0
Darkhan-Uul,2024-05-13,2516.0
Dornod,2024-05-13,2579.0
Dornogovi,2024-05-13,2767.0
Dundgovi,2024-05-13,2932.0
Govi-Altai,2024-05-13,2800.0
Govisumber,2024-05-13,2750.0
Khentii,2024-05-13,2483.0
Khovd,2024-05-13,2800.0
Khuvsgul,2024-05-13,2640.0
Orkhon,2024-05-13,2567.0
Selenge,2024-05-13,2467.0
Sukhbaatar,2024-05-13,2617.0
Tuv,2024-05-13,2600.0
Umnugovi,2024-05-13,2927.0
Uvs,2024-05-13,2900.0
Uvurkhangai,2024-05-13,2633.0
Zavkhan,2024-05-13,2600.0
Arkhangai,2024-05-20,2640.0
Bayan-Ulgii,2024-05-20,2595.0
Bayankhongor,2024-05-20,2700.0
Bulgan,2024-05-20,2800.0
Darkhan-Uul,2024-05-20,2516.0
Dornod,2024-05-20,2579.0
Dornogovi,2024-05-20,2767.0
Dundgovi,2024-05-20,2932.0
Govi-Altai,2024-05-20,2800.0
Govisumber,2024-05-20,2750.0
Khentii,2024-05-20,2483.0
Khovd,2024-05-20,2800.0
Khuvsgul,2024-05-20,2640.0
Orkhon,2024-05-20,2567.0
Selenge,2024-05-20,2467.0
Sukhbaatar,2024-05-20,2617.0
Tuv,2024-05-20,2600.0
Umnugovi,2024-05-20,2927.0
Uvs,2024-05-20,2900.0
Uvurkhangai,2024-05-20,2633.0
Zavkhan,2024-05-20,2700.0
Arkhangai,2024-05-27,2640.0
Bayan-Ulgii,2024-05-27,2595.0
Bayankhongor,2024-05-27,2700.0
Bulgan,2024-05-27,2800.0
Darkhan-Uul,2024-05-27,2516.0
Dornod,2024-05-27,2579.0
Dornogovi,2024-05-27,2767.0
Dundgovi,2024-05-27,2933.0
Govi-Altai,2024-05-27,2800.0
Govisumber,2024-05-27,2750.0
Khentii,2024-05-27,2483.0
Khovd,2024-05-27,2800.0
Khuvsgul,2024-05-27,2640.0
Orkhon,2024-05-27,2567.0
Selenge,2024-05-27,2467.0
Sukhbaatar,2024-05-27,2617.0
Tuv,2024-05-27,2600.0
Umnugovi,2024-05-27,2927.0
Uvs,2024-05-27,2900.0
Uvurkhangai,2024-05-27,2633.0
Zavkhan,2024-05-27,2700.0
Arkhangai,2024-06-03,2640.0
Bayan-Ulgii,2024-06-03,2595.0
Bayankhongor,2024-06-03,2700.0
Bulgan,2024-06-03,2800.0
Darkhan-Uul,2024-06-03,2516.0
Dornod,2024-06-03,2579.0
Dornogovi,2024-06-03,2767.0
Dundgovi,2024-06-03,2933.0
Govi-Altai,2024-06-03,2800.0
Govisumber,2024-06-03,2750.0
Khentii,2024-06-03,2483.0
Khovd,2024-06-03,2850.0
Khuvsgul,2024-06-03,2640.0
Orkhon,2024-06-03,2567.0
Selenge,2024-06-03,2467.0
Sukhbaatar,2024-06-03,2617.0
Tuv,2024-06-03,2600.0
Umnugovi,2024-06-03,2927.0
Uvs,2024-06-03,2900.0
Uvurkhangai,2024-06-03,2633.0
Zavkhan,2024-06-03,2700.0
Arkhangai,2024-06-10,2657.0
Bayan-Ulgii,2024-06-10,2590.0
Bayankhongor,2024-06-10,2700.0
Bulgan,2024-06-10,2800.0
Darkhan-Uul,2024-06-10,2516.0
Dornod,2024-06-10,2579.0
Dornogovi,2024-06-10,2767.0
Dundgovi,2024-06-10,2933.0
Govi-Altai,2024-06-10,2800.0
Govisumber,2024-06-10,2750.0
Khentii,2024-06-10,2483.0
Khovd,2024-06-10,2850.0
Khuvsgul,2024-06-10,2640.0
Orkhon,2024-06-10,2567.0
Selenge,2024-06-10,2467.0
Sukhbaatar,2024-06-10,2617.0
Tuv,2024-06-10,2600.0
Umnugovi,2024-06-10,2927.0
Uvs,2024-06-10,2900.0
Uvurkhangai,2024-06-10,2633.0
Zavkhan,2024-06-10,2700.0
Arkhangai,2024-06-17,2657.0
Bayan-Ulgii,2024-06-17,2595.0
Bayankhongor,2024-06-17,2700.0
Darkhan-Uul,2024-06-17,2516.0
Dornod,2024-06-17,2579.0
Dornogovi,2024-06-17,2767.0
Dundgovi,2024-06-17,2933.0
Govi-Altai,2024-06-17,2800.0
Govisumber,2024-06-17,2760.0
Khentii,2024-06-17,2549.0
Khovd,2024-06-17,2850.0
Khuvsgul,2024-06-17,2640.0
Orkhon,2024-06-17,2567.0
Selenge,2024-06-17,2467.0
Sukhbaatar,2024-06-17,2617.0
Tuv,2024-06-17,2600.0
Umnugovi,2024-06-17,2927.0
Uvs,2024-06-17,2900.0
Uvurkhangai,2024-06-17,2633.0
Zavkhan,2024-06-17,2700.0
Arkhangai,2024-06-24,2657.0
Bayan-Ulgii,2024-06-24,2595.0
Bayankhongor,2024-06-24,2700.0
Darkhan-Uul,2024-06-24,2516.0
Dornod,2024-06-24,2579.0
Dornogovi,2024-06-24,2800.0
Dundgovi,2024-06-24,2933.0
Govi-Altai,2024-06-24,2600.0
Govisumber,2024-06-24,2760.0
Khentii,2024-06-24,2549.0
Khovd,2024-06-24,2850.0
Khuvsgul,2024-06-24,2640.0
Orkhon,2024-06-24,2567.0
Selenge,2024-06-24,2467.0
Sukhbaatar,2024-06-24,2617.0
Tuv,2024-06-24,2600.0
Umnugovi,2024-06-24,2927.0
Uvs,2024-06-24,2900.0
Uvurkhangai,2024-06-24,2633.0
Zavkhan,2024-06-24,2800.0
Arkhangai,2024-07-01,2657.0
Bayan-Ulgii,2024-07-01,2595.0
Bayankhongor,2024-07-01,2700.0
Bulgan,2024-07-01,2800.0
Darkhan-Uul,2024-07-01,2516.0
Dornod,2024-07-01,2579.0
Dornogovi,2024-07-01,2800.0
Dundgovi,2024-07-01,2933.0
Govi-Altai,2024-07-01,2600.0
Govisumber,2024-07-01,2760.0
Khentii,2024-07-01,2549.0
Khovd,2024-07-01,2850.0
Khuvsgul,2024-07-01,2640.0
Orkhon,2024-07-01,2567.0
Selenge,2024-07-01,2467.0
Sukhbaatar,2024-07-01,2617.0
Tuv,2024-07-01,2600.0
Umnugovi,2024-07-01,2927.0
Uvs,2024-07-01,2900.0
Uvurkhangai,2024-07-01,2633.0
Zavkhan,2024-07-01,2800.0
Arkhangai,2024-07-08,2657.0
Bayan-Ulgii,2024-07-08,2595.0
Bayankhongor,2024-07-08,2700.0
Bulgan,2024-07-08,2800.0
Darkhan-Uul,2024-07-08,2516.0
Dornod,2024-07-08,2579.0
Dornogovi,2024-07-08,2800.0
Dundgovi,2024-07-08,2933.0
Govi-Altai,2024-07-08,2600.0
Govisumber,2024-07-08,2760.0
Khentii,2024-07-08,2643.0
Khovd,2024-07-08,2850.0
Khuvsgul,2024-07-08,2640.0
Orkhon,2024-07-08,2567.0
Selenge,2024-07-08,2467.0
Sukhbaatar,2024-07-08,2617.0
Tuv,2024-07-08,2600.0
Umnugovi,2024-07-08,2927.0
Uvs,2024-07-08,2900.0
Uvurkhangai,2024-07-08,2633.0
Zavkhan,2024-07-08,2800.0
Arkhangai,2024-07-22,2657.0
Bayan-Ulgii,2024-07-22,2595.0
Bayankhongor,2024-07-22,2700.0
Bulgan,2024-07-22,2800.0
Darkhan-Uul,2024-07-22,2516.0
Dornod,2024-07-22,2579.0
Dornogovi,2024-07-22,2767.0
Dundgovi,2024-07-22,2933.0
Govi-Altai,2024-07-22,2600.0
Govisumber,2024-07-22,2760.0
Khentii,2024-07-22,2643.0
Khovd,2024-07-22,2850.0
Khuvsgul,2024-07-22,2632.0
Orkhon,2024-07-22,2567.0
Selenge,2024-07-22,2433.0
Sukhbaatar,2024-07-22,2650.0
Tuv,2024-07-22,2600.0
Umnugovi,2024-07-22,2917.0
Uvs,2024-07-22,2900.0
Uvurkhangai,2024-07-22,2633.0
Zavkhan,2024-07-22,2800.0
Arkhangai,2024-07-29,2657.0
Bayan-Ulgii,2024-07-29,2595.0
Bayankhongor,2024-07-29,2700.0
Bulgan,2024-07-29,2800.0
Darkhan-Uul,2024-07-29,2516.0
Dornod,2024-07-29,2579.0
Dornogovi,2024-07-29,2767.0
Dundgovi,2024-07-29,2933.0
Govi-Altai,2024-07-29,2600.0
Govisumber,2024-07-29,2760.0
Khentii,2024-07-29,2643.0
Khovd,2024-07-29,2850.0
Khuvsgul,2024-07-29,2640.0
Orkhon,2024-07-29,2567.0
Selenge,2024-07-29,2433.0
Sukhbaatar,2024-07-29,2650.0
Tuv,2024-07-29,2600.0
Umnugovi,2024-07-29,2917.0
Uvs,2024-07-29,2900.0
Uvurkhangai,2024-07-29,2633.0
Zavkhan,2024-07-29,2800.0
Arkhangai,2024-08-05,2657.0
Bayan-Ulgii,2024-08-05,2595.0
Bayankhongor,2024-08-05,2700.0
Bulgan,2024-08-05,2800.0
Darkhan-Uul,2024-08-05,2516.0
Dornod,2024-08-05,2579.0
Dornogovi,2024-08-05,2767.0
Dundgovi,2024-08-05,2933.0
Govi-Altai,2024-08-05,2600.0
Govisumber,2024-08-05,2760.0
Khentii,2024-08-05,2713.0
Khovd,2024-08-05,2850.0
Khuvsgul,2024-08-05,2640.0
Orkhon,2024-08-05,2567.0
Selenge,2024-08-05,2467.0
Sukhbaatar,2024-08-05,2650.0
Tuv,2024-08-05,2600.0
Umnugovi,2024-08-05,2917.0
Uvs,2024-08-05,2900.0
Uvurkhangai,2024-08-05,2633.0
Zavkhan,2024-08-05,2800.0
Arkhangai,2024-08-12,2657.0
Bayan-Ulgii,2024-08-12,2595.0
Bayankhongor,2024-08-12,2700.0
Bulgan,2024-08-12,2800.0
Darkhan-Uul,2024-08-12,2516.0
Dornod,2024-08-12,2579.0
Dornogovi,2024-08-12,2600.0
Dundgovi,2024-08-12,2933.0
Govi-Altai,2024-08-12,2600.0
Govisumber,2024-08-12,2760.0
Khentii,2024-08-12,2679.0
Khovd,2024-08-12,2850.0
Khuvsgul,2024-08-12,2640.0
Orkhon,2024-08-12,2567.0
Selenge,2024-08-12,2350.0
Sukhbaatar,2024-08-12,2650.0
Tuv,2024-08-12,2600.0
Umnugovi,2024-08-12,2917.0
Uvs,2024-08-12,2900.0
Uvurkhangai,2024-08-12,2633.0
Zavkhan,2024-08-12,2800.0
Arkhangai,2024-08-19,2657.0
Bayan-Ulgii,2024-08-19,2595.0
Bayankhongor,2024-08-19,2750.0
Bulgan,2024-08-19,2800.0
Darkhan-Uul,2024-08-19,2516.0
Dornod,2024-08-19,2579.0
Dornogovi,2024-08-19,2600.0
Dundgovi,2024-08-19,2933.0
Govi-Altai,2024-08-19,2600.0
Govisumber,2024-08-19,2760.0
Khentii,2024-08-19,2679.0
Khovd,2024-08-19,2850.0
Khuvsgul,2024-08-19,2640.0
Orkhon,2024-08-19,2567.0
Selenge,2024-08-19,2300.0
Sukhbaatar,2024-08-19,2650.0
Tuv,2024-08-19,2600.0
Umnugovi,2024-08-19,2917.0
Uvs,2024-08-19,2900.0
Uvurkhangai,2024-08-19,2633.0
Zavkhan,2024-08-19,2700.0
Arkhangai,2024-08-26,2657.0
Bayan-Ulgii,2024-08-26,2590.0
Bayankhongor,2024-08-26,2800.0
Bulgan,2024-08-26,2300.0
Darkhan-Uul,2024-08-26,2516.0
Dornod,2024-08-26,2579.0
Dornogovi,2024-08-26,2600.0
Dundgovi,2024-08-26,2933.0
Govi-Altai,2024-08-26,2600.0
Govisumber,2024-08-26,2760.0
Khentii,2024-08-26,2679.0
Khovd,2024-08-26,2850.0
Khuvsgul,2024-08-26,2640.0
Orkhon,2024-08-26,2567.0
Selenge,2024-08-26,2450.0
Sukhbaatar,2024-08-26,2650.0
Tuv,2024-08-26,2600.0
Umnugovi,2024-08-26,2917.0
Uvs,2024-08-26,2900.0
Uvurkhangai,2024-08-26,2633.0
Zavkhan,2024-08-26,2700.0
Arkhangai,2024-09-02,2657.0
Bayan-Ulgii,2024-09-02,2590.0
Bayankhongor,2024-09-02,2800.0
Bulgan,2024-09-02,2300.0
Darkhan-Uul,2024-09-02,2516.0
Dornod,2024-09-02,2478.0
Dornogovi,2024-09-02,2600.0
Dundgovi,2024-09-02,2950.0
Govi-Altai,2024-09-02,2600.0
Govisumber,2024-09-02,2760.0
Khentii,2024-09-02,2679.0
Khovd,2024-09-02,2850.0
Khuvsgul,2024-09-02,2640.0
Orkhon,2024-09-02,2567.0
Selenge,2024-09-02,2400.0
Sukhbaatar,2024-09-02,2517.0
Tuv,2024-09-02,2600.0
Umnugovi,2024-09-02,2917.0
Uvs,2024-09-02,2900.0
Uvurkhangai,2024-09-02,2633.0
Zavkhan,2024-09-02,2700.0
Arkhangai,2024-09-09,2657.0
Bayan-Ulgii,2024-09-09,2590.0
Bayankhongor,2024-09-09,2800.0
Bulgan,2024-09-09,2300.0
Darkhan-Uul,2024-09-09,2409.0
Dornod,2024-09-09,2478.0
Dornogovi,2024-09-09,2600.0
Dundgovi,2024-09-09,2950.0
Govi-Altai,2024-09-09,2600.0
Govisumber,2024-09-09,2780.0
Khentii,2024-09-09,2679.0
Khovd,2024-09-09,2850.0
Khuvsgul,2024-09-09,2640.0
Orkhon,2024-09-09,2567.0
Selenge,2024-09-09,2400.0
Sukhbaatar,2024-09-09,2517.0
Tuv,2024-09-09,2600.0
Umnugovi,2024-09-09,2917.0
Uvs,2024-09-09,2933.0
Uvurkhangai,2024-09-09,2633.0
Zavkhan,2024-09-09,2700.0
Arkhangai,2024-09-16,2657.0
Bayan-Ulgii,2024-09-16,2100.0
Bayankhongor,2024-09-16,2800.0
Bulgan,2024-09-16,2300.0
Darkhan-Uul,2024-09-16,2409.0
Dornod,2024-09-16,2478.0
Dornogovi,2024-09-16,2600.0
Dundgovi,2024-09-16,2950.0
Govi-Altai,2024-09-16,2600.0
Govisumber,2024-09-16,2780.0
Khentii,2024-09-16,2679.0
Khovd,2024-09-16,2850.0
Khuvsgul,2024-09-16,2640.0
Orkhon,2024-09-16,2567.0
Selenge,2024-09-16,2400.0
Sukhbaatar,2024-09-16,2517.0
Tuv,2024-09-16,2600.0
Umnugovi,2024-09-16,2927.0
Uvs,2024-09-16,2933.0
Uvurkhangai,2024-09-16,2633.0
Zavkhan,2024-09-16,2700.0
Arkhangai,2024-09-23,2657.0
Bayan-Ulgii,2024-09-23,2100.0
Bayankhongor,2024-09-23,2800.0
